video_index,video_name,frame_index,center_x,center_y,x1,y1,x2,y2,confidence
0,single_car_video_1_speed_1V_1_header.mp4,524,171.29,350.99,116.53,310.0,226.04,391.97,0.5906
0,single_car_video_1_speed_1V_1_header.mp4,525,174.21,348.31,117.56,310.0,230.86,386.63,0.5887
0,single_car_video_1_speed_1V_1_header.mp4,526,168.46,347.39,115.6,310.0,221.32,384.78,0.572
0,single_car_video_1_speed_1V_1_header.mp4,527,164.86,346.87,109.64,310.0,220.09,383.74,0.5822
0,single_car_video_1_speed_1V_1_header.mp4,528,170.96,345.84,115.37,310.0,226.55,381.69,0.5994
0,single_car_video_1_speed_1V_1_header.mp4,529,169.36,343.23,115.57,310.0,223.16,376.46,0.6046
0,single_car_video_1_speed_1V_1_header.mp4,530,168.87,341.57,114.54,310.0,223.2,373.14,0.5923
0,single_car_video_1_speed_1V_1_header.mp4,531,169.07,339.98,113.48,310.0,224.65,369.96,0.6364
0,single_car_video_1_speed_1V_1_header.mp4,532,167.29,337.11,112.9,310.0,221.67,364.22,0.6321
0,single_car_video_1_speed_1V_1_header.mp4,533,169.33,335.54,116.96,310.0,221.69,361.07,0.723
0,single_car_video_1_speed_1V_1_header.mp4,534,167.08,334.78,113.23,310.0,220.92,359.57,0.7039
0,single_car_video_1_speed_1V_1_header.mp4,535,162.81,333.54,107.04,310.0,218.59,357.07,0.7087
0,single_car_video_1_speed_1V_1_header.mp4,536,160.45,331.42,103.71,310.0,217.18,352.84,0.7312
0,single_car_video_1_speed_1V_1_header.mp4,537,157.75,329.38,103.36,310.0,212.14,348.76,0.7425
0,single_car_video_1_speed_1V_1_header.mp4,538,156.6,327.74,105.71,310.0,207.48,345.48,0.7523
0,single_car_video_1_speed_1V_1_header.mp4,538,145.84,326.73,71.92,310.0,219.76,343.46,0.2507
0,single_car_video_1_speed_1V_1_header.mp4,539,154.82,326.41,105.04,310.0,204.6,342.82,0.7337
0,single_car_video_1_speed_1V_1_header.mp4,540,155.1,324.71,106.96,310.0,203.24,339.43,0.7536
0,single_car_video_1_speed_1V_1_header.mp4,541,154.29,323.95,104.89,310.0,203.69,337.9,0.6664
0,single_car_video_1_speed_1V_1_header.mp4,542,152.26,323.3,103.8,310.0,200.72,336.59,0.4792
0,single_car_video_1_speed_1V_1_header.mp4,543,134.87,321.9,98.25,310.0,171.49,333.8,0.3638
0,single_car_video_1_speed_1V_1_header.mp4,543,148.71,322.63,103.12,310.0,194.3,335.27,0.3147
0,single_car_video_1_speed_1V_1_header.mp4,544,131.38,321.44,93.13,310.0,169.64,332.87,0.3151
0,single_car_video_1_speed_1V_1_header.mp4,545,131.45,320.66,91.64,310.0,171.26,331.33,0.2997
0,single_car_video_1_speed_1V_1_header.mp4,547,130.1,320.14,89.21,310.0,170.99,330.27,0.2752
1,single_car_video_2_speed_1V_2_header.mp4,15,37.44,322.14,1.02,310.0,73.85,334.27,0.3925
1,single_car_video_2_speed_1V_2_header.mp4,23,41.97,325.71,0.94,310.0,83.01,341.43,0.2868
1,single_car_video_2_speed_1V_2_header.mp4,24,51.36,328.86,0.79,310.0,101.94,347.72,0.3594
1,single_car_video_2_speed_1V_2_header.mp4,25,55.23,328.86,0.79,310.0,109.67,347.71,0.3959
1,single_car_video_2_speed_1V_2_header.mp4,26,53.66,337.92,0.86,310.0,106.46,365.84,0.3657
1,single_car_video_2_speed_1V_2_header.mp4,27,53.97,347.9,0.0,310.0,107.93,385.8,0.4691
1,single_car_video_2_speed_1V_2_header.mp4,28,53.36,347.92,0.0,310.0,106.71,385.85,0.4388
1,single_car_video_2_speed_1V_2_header.mp4,29,49.79,348.87,0.13,310.0,99.45,387.75,0.3825
1,single_car_video_2_speed_1V_2_header.mp4,30,45.12,350.88,0.03,310.0,90.21,391.76,0.3252
1,single_car_video_2_speed_1V_2_header.mp4,31,43.58,354.73,0.09,310.0,87.07,399.46,0.4
1,single_car_video_2_speed_1V_2_header.mp4,32,44.27,354.11,0.0,310.0,88.54,398.21,0.4189
1,single_car_video_2_speed_1V_2_header.mp4,33,46.63,360.0,0.51,310.0,92.75,410.0,0.4825
1,single_car_video_2_speed_1V_2_header.mp4,34,47.23,359.76,0.49,310.0,93.97,409.51,0.5253
1,single_car_video_2_speed_1V_2_header.mp4,35,48.05,359.25,0.5,310.0,95.6,408.5,0.5633
1,single_car_video_2_speed_1V_2_header.mp4,36,48.56,360.6,0.0,310.0,97.13,411.2,0.5257
1,single_car_video_2_speed_1V_2_header.mp4,37,49.01,358.72,0.0,310.0,98.01,407.44,0.5614
1,single_car_video_2_speed_1V_2_header.mp4,38,49.95,362.6,0.0,310.37,99.89,414.84,0.6019
1,single_car_video_2_speed_1V_2_header.mp4,39,51.04,361.27,0.0,310.0,102.08,412.54,0.6522
1,single_car_video_2_speed_1V_2_header.mp4,40,51.89,362.82,0.51,310.46,103.28,415.19,0.7595
1,single_car_video_2_speed_1V_2_header.mp4,41,51.74,363.98,0.47,310.27,103.02,417.69,0.7298
1,single_car_video_2_speed_1V_2_header.mp4,42,52.16,365.79,0.0,310.0,104.33,421.57,0.7523
1,single_car_video_2_speed_1V_2_header.mp4,43,52.95,371.08,0.0,310.0,105.9,432.16,0.7082
1,single_car_video_2_speed_1V_2_header.mp4,44,58.31,371.75,0.03,310.0,116.59,433.5,0.7451
1,single_car_video_2_speed_1V_2_header.mp4,45,57.82,372.3,0.22,310.0,115.42,434.59,0.7983
1,single_car_video_2_speed_1V_2_header.mp4,46,57.24,372.7,0.0,310.0,114.49,435.39,0.79
1,single_car_video_2_speed_1V_2_header.mp4,47,56.75,375.97,0.66,310.0,112.84,441.94,0.7471
1,single_car_video_2_speed_1V_2_header.mp4,48,56.68,377.78,0.19,310.0,113.17,445.56,0.7028
1,single_car_video_2_speed_1V_2_header.mp4,49,56.72,381.26,0.0,310.0,113.44,452.53,0.7156
1,single_car_video_2_speed_1V_2_header.mp4,50,58.48,380.24,2.27,310.0,114.69,450.47,0.7419
1,single_car_video_2_speed_1V_2_header.mp4,51,61.25,383.39,0.0,310.0,122.51,456.78,0.7951
1,single_car_video_2_speed_1V_2_header.mp4,52,60.66,383.72,0.0,310.0,121.32,457.44,0.805
1,single_car_video_2_speed_1V_2_header.mp4,53,63.0,388.01,0.0,310.0,126.01,466.02,0.8244
1,single_car_video_2_speed_1V_2_header.mp4,54,64.74,392.31,0.0,310.0,129.48,474.62,0.8161
1,single_car_video_2_speed_1V_2_header.mp4,55,65.49,394.4,0.0,310.0,130.98,478.81,0.8153
1,single_car_video_2_speed_1V_2_header.mp4,56,65.12,395.43,0.0,310.0,130.24,480.86,0.8765
1,single_car_video_2_speed_1V_2_header.mp4,57,66.9,395.19,0.0,310.0,133.8,480.39,0.8329
1,single_car_video_2_speed_1V_2_header.mp4,58,68.2,394.79,1.48,310.0,134.92,479.59,0.8247
1,single_car_video_2_speed_1V_2_header.mp4,59,68.5,396.77,1.41,310.0,135.6,483.54,0.8301
1,single_car_video_2_speed_1V_2_header.mp4,60,69.41,400.35,1.32,310.0,137.49,490.7,0.8275
1,single_car_video_2_speed_1V_2_header.mp4,61,71.19,402.31,1.1,310.0,141.29,494.63,0.8213
1,single_car_video_2_speed_1V_2_header.mp4,62,71.92,405.81,0.89,311.38,142.96,500.23,0.8072
1,single_car_video_2_speed_1V_2_header.mp4,63,76.41,408.03,0.44,312.66,152.39,503.4,0.8095
1,single_car_video_2_speed_1V_2_header.mp4,64,77.27,410.47,0.48,316.6,154.06,504.33,0.7977
1,single_car_video_2_speed_1V_2_header.mp4,65,79.29,410.02,2.91,316.07,155.67,503.97,0.8258
1,single_car_video_2_speed_1V_2_header.mp4,66,79.17,414.32,2.68,319.84,155.66,508.8,0.8377
1,single_car_video_2_speed_1V_2_header.mp4,67,79.2,417.16,2.57,323.32,155.82,511.0,0.8344
1,single_car_video_2_speed_1V_2_header.mp4,68,80.21,420.14,1.87,324.51,158.55,515.78,0.8475
1,single_car_video_2_speed_1V_2_header.mp4,69,82.37,421.17,1.59,324.68,163.15,517.66,0.8608
1,single_car_video_2_speed_1V_2_header.mp4,70,82.72,422.29,1.31,325.45,164.13,519.14,0.8593
1,single_car_video_2_speed_1V_2_header.mp4,71,83.46,422.57,0.0,320.95,166.91,524.2,0.8543
1,single_car_video_2_speed_1V_2_header.mp4,72,84.17,425.53,0.0,320.44,168.34,530.61,0.8531
1,single_car_video_2_speed_1V_2_header.mp4,73,84.69,429.56,0.0,326.84,169.39,532.27,0.8558
1,single_car_video_2_speed_1V_2_header.mp4,74,86.59,439.89,2.25,344.79,170.93,534.99,0.8512
1,single_car_video_2_speed_1V_2_header.mp4,75,87.14,444.74,2.38,347.25,171.91,542.23,0.8527
1,single_car_video_2_speed_1V_2_header.mp4,76,88.53,447.68,2.65,350.57,174.42,544.79,0.858
1,single_car_video_2_speed_1V_2_header.mp4,77,90.06,446.54,2.64,346.74,177.49,546.33,0.8605
1,single_car_video_2_speed_1V_2_header.mp4,78,90.0,446.3,0.83,346.83,179.16,545.77,0.821
1,single_car_video_2_speed_1V_2_header.mp4,79,92.13,451.52,3.88,350.7,180.38,552.33,0.8234
1,single_car_video_2_speed_1V_2_header.mp4,80,92.65,451.95,4.11,350.94,181.19,552.97,0.8415
1,single_car_video_2_speed_1V_2_header.mp4,81,94.45,458.08,4.26,359.58,184.63,556.59,0.8428
1,single_car_video_2_speed_1V_2_header.mp4,82,97.13,461.9,4.49,364.57,189.77,559.22,0.7832
1,single_car_video_2_speed_1V_2_header.mp4,83,97.29,466.11,4.21,368.88,190.38,563.35,0.8418
1,single_car_video_2_speed_1V_2_header.mp4,84,101.78,475.84,11.44,378.74,192.13,572.93,0.8752
1,single_car_video_2_speed_1V_2_header.mp4,85,104.04,477.37,9.46,379.2,198.61,575.54,0.8803
1,single_car_video_2_speed_1V_2_header.mp4,86,105.35,479.37,12.71,383.03,197.98,575.71,0.8905
1,single_car_video_2_speed_1V_2_header.mp4,87,107.72,483.88,14.69,391.27,200.76,576.49,0.8922
1,single_car_video_2_speed_1V_2_header.mp4,88,109.3,486.62,14.98,393.71,203.62,579.53,0.8868
1,single_car_video_2_speed_1V_2_header.mp4,89,111.15,489.25,18.71,398.45,203.6,580.06,0.8718
1,single_car_video_2_speed_1V_2_header.mp4,90,114.11,492.91,23.7,401.3,204.52,584.52,0.8665
1,single_car_video_2_speed_1V_2_header.mp4,91,113.32,497.77,20.61,404.47,206.03,591.07,0.8605
1,single_car_video_2_speed_1V_2_header.mp4,92,115.46,500.92,19.92,407.09,211.0,594.74,0.8578
1,single_car_video_2_speed_1V_2_header.mp4,93,122.67,501.23,32.11,406.97,213.23,595.48,0.8541
1,single_car_video_2_speed_1V_2_header.mp4,94,126.26,505.43,37.76,412.61,214.77,598.25,0.8585
1,single_car_video_2_speed_1V_2_header.mp4,95,128.49,512.48,40.28,418.42,216.7,606.53,0.8627
1,single_car_video_2_speed_1V_2_header.mp4,96,136.19,514.9,51.53,424.2,220.86,605.6,0.8544
1,single_car_video_2_speed_1V_2_header.mp4,97,139.58,517.54,57.53,426.97,221.63,608.1,0.8655
1,single_car_video_2_speed_1V_2_header.mp4,98,141.15,520.88,59.61,427.67,222.69,614.08,0.8658
1,single_car_video_2_speed_1V_2_header.mp4,99,139.79,523.94,55.69,427.71,223.9,620.16,0.8749
1,single_car_video_2_speed_1V_2_header.mp4,100,144.46,528.14,65.06,431.26,223.85,625.03,0.8615
1,single_car_video_2_speed_1V_2_header.mp4,101,145.4,527.78,63.57,430.46,227.23,625.09,0.8458
1,single_car_video_2_speed_1V_2_header.mp4,102,144.46,533.69,60.18,440.34,228.75,627.04,0.8494
1,single_car_video_2_speed_1V_2_header.mp4,103,148.39,538.17,64.9,446.09,231.87,630.24,0.8613
1,single_car_video_2_speed_1V_2_header.mp4,104,150.59,541.84,67.49,447.26,233.7,636.42,0.8553
1,single_car_video_2_speed_1V_2_header.mp4,105,153.49,546.0,70.92,451.54,236.07,640.47,0.8714
1,single_car_video_2_speed_1V_2_header.mp4,106,155.11,547.97,71.75,454.88,238.46,641.06,0.8657
1,single_car_video_2_speed_1V_2_header.mp4,107,157.19,552.66,71.81,460.32,242.56,644.99,0.825
1,single_car_video_2_speed_1V_2_header.mp4,108,162.28,554.98,75.03,461.04,249.53,648.92,0.8533
1,single_car_video_2_speed_1V_2_header.mp4,109,163.94,558.04,75.57,464.54,252.32,651.54,0.8398
1,single_car_video_2_speed_1V_2_header.mp4,110,166.9,562.97,79.23,470.09,254.56,655.86,0.8082
1,single_car_video_2_speed_1V_2_header.mp4,111,169.4,566.9,81.83,472.39,256.98,661.41,0.8221
1,single_car_video_2_speed_1V_2_header.mp4,112,173.72,570.23,88.73,473.74,258.72,666.71,0.8451
1,single_car_video_2_speed_1V_2_header.mp4,113,172.83,574.66,87.63,476.99,258.03,672.33,0.8389
1,single_car_video_2_speed_1V_2_header.mp4,114,175.96,578.85,91.94,479.02,259.99,678.68,0.8353
1,single_car_video_2_speed_1V_2_header.mp4,115,175.2,578.96,88.75,480.21,261.65,677.72,0.8488
1,single_car_video_2_speed_1V_2_header.mp4,116,177.24,580.28,90.16,481.16,264.32,679.4,0.8539
1,single_car_video_2_speed_1V_2_header.mp4,117,180.78,580.66,92.71,479.22,268.84,682.09,0.851
1,single_car_video_2_speed_1V_2_header.mp4,118,186.58,585.73,103.34,490.53,269.82,680.93,0.8403
1,single_car_video_2_speed_1V_2_header.mp4,119,187.44,590.63,104.17,497.65,270.71,683.61,0.85
1,single_car_video_2_speed_1V_2_header.mp4,120,192.18,599.98,109.95,501.35,274.4,698.61,0.8616
1,single_car_video_2_speed_1V_2_header.mp4,121,192.25,601.45,110.05,506.54,274.45,696.37,0.8595
1,single_car_video_2_speed_1V_2_header.mp4,122,194.68,602.93,113.4,508.21,275.96,697.65,0.8608
1,single_car_video_2_speed_1V_2_header.mp4,123,197.8,606.33,116.89,509.8,278.71,702.86,0.8565
1,single_car_video_2_speed_1V_2_header.mp4,124,199.49,608.56,119.26,513.29,279.72,703.84,0.8586
1,single_car_video_2_speed_1V_2_header.mp4,125,201.85,613.15,121.83,521.29,281.87,705.01,0.8514
1,single_car_video_2_speed_1V_2_header.mp4,126,204.22,615.15,121.68,523.34,286.76,706.97,0.8541
1,single_car_video_2_speed_1V_2_header.mp4,127,204.39,618.13,121.69,525.77,287.09,710.48,0.86
1,single_car_video_2_speed_1V_2_header.mp4,128,205.05,621.05,124.45,529.38,285.64,712.73,0.8595
1,single_car_video_2_speed_1V_2_header.mp4,129,206.88,624.64,124.63,530.99,289.12,718.3,0.8678
1,single_car_video_2_speed_1V_2_header.mp4,130,208.46,627.83,126.85,533.93,290.07,721.73,0.8652
1,single_car_video_2_speed_1V_2_header.mp4,131,214.22,632.39,126.71,536.22,301.73,728.57,0.8635
1,single_car_video_2_speed_1V_2_header.mp4,132,214.23,633.41,125.94,537.46,302.51,729.37,0.8702
1,single_car_video_2_speed_1V_2_header.mp4,133,217.4,637.46,128.98,542.8,305.81,732.12,0.8604
1,single_car_video_2_speed_1V_2_header.mp4,134,226.77,644.63,147.0,547.82,306.55,741.44,0.8583
1,single_car_video_2_speed_1V_2_header.mp4,135,227.34,646.08,146.13,549.62,308.54,742.54,0.8848
1,single_car_video_2_speed_1V_2_header.mp4,136,229.11,648.85,149.73,553.48,308.49,744.21,0.8961
1,single_car_video_2_speed_1V_2_header.mp4,137,230.4,650.98,150.51,556.29,310.28,745.68,0.8919
1,single_car_video_2_speed_1V_2_header.mp4,138,232.92,655.35,151.21,559.49,314.64,751.21,0.8692
1,single_car_video_2_speed_1V_2_header.mp4,139,236.36,664.15,151.15,572.17,321.58,756.14,0.8552
1,single_car_video_2_speed_1V_2_header.mp4,140,241.08,667.37,158.56,576.43,323.61,758.3,0.8576
1,single_car_video_2_speed_1V_2_header.mp4,141,242.58,670.14,160.91,578.24,324.25,762.03,0.8577
1,single_car_video_2_speed_1V_2_header.mp4,142,245.5,673.28,166.54,579.11,324.46,767.45,0.8569
1,single_car_video_2_speed_1V_2_header.mp4,143,246.39,675.59,166.55,580.93,326.23,770.25,0.8624
1,single_car_video_2_speed_1V_2_header.mp4,144,247.3,677.14,167.24,581.97,327.36,772.31,0.8666
1,single_car_video_2_speed_1V_2_header.mp4,145,249.26,682.58,169.3,585.16,329.22,779.99,0.869
1,single_car_video_2_speed_1V_2_header.mp4,146,251.64,685.01,172.91,586.94,330.37,783.07,0.8631
1,single_car_video_2_speed_1V_2_header.mp4,147,252.76,687.36,172.51,597.18,333.02,777.54,0.8689
1,single_car_video_2_speed_1V_2_header.mp4,148,256.03,692.36,174.53,598.67,337.52,786.05,0.8753
1,single_car_video_2_speed_1V_2_header.mp4,149,256.51,696.52,175.33,601.88,337.68,791.17,0.8674
1,single_car_video_2_speed_1V_2_header.mp4,150,257.79,701.51,176.42,606.49,339.17,796.53,0.8478
1,single_car_video_2_speed_1V_2_header.mp4,151,258.02,704.09,177.04,610.11,339.01,798.06,0.8311
1,single_car_video_2_speed_1V_2_header.mp4,152,262.02,707.58,182.06,615.24,341.97,799.92,0.82
1,single_car_video_2_speed_1V_2_header.mp4,153,264.24,711.12,180.33,618.48,348.16,803.77,0.8198
1,single_car_video_2_speed_1V_2_header.mp4,154,270.33,714.58,186.46,623.2,354.2,805.97,0.8172
1,single_car_video_2_speed_1V_2_header.mp4,155,274.42,718.01,187.87,627.34,360.98,808.69,0.8265
1,single_car_video_2_speed_1V_2_header.mp4,156,278.68,721.48,199.35,626.32,358.01,816.64,0.9123
1,single_car_video_2_speed_1V_2_header.mp4,157,280.37,723.47,200.66,628.57,360.09,818.36,0.9055
1,single_car_video_2_speed_1V_2_header.mp4,158,281.28,726.31,202.35,631.22,360.22,821.41,0.8893
1,single_car_video_2_speed_1V_2_header.mp4,159,285.92,730.87,203.04,637.12,368.8,824.62,0.8628
1,single_car_video_2_speed_1V_2_header.mp4,160,286.17,732.71,204.2,638.28,368.14,827.14,0.8646
1,single_car_video_2_speed_1V_2_header.mp4,161,288.11,739.26,205.73,645.53,370.5,832.99,0.8613
1,single_car_video_2_speed_1V_2_header.mp4,162,289.71,741.41,206.68,648.12,372.74,834.71,0.8465
1,single_car_video_2_speed_1V_2_header.mp4,163,289.73,744.66,206.78,651.49,372.67,837.83,0.8411
1,single_car_video_2_speed_1V_2_header.mp4,164,291.45,750.47,206.87,656.84,376.02,844.11,0.8406
1,single_car_video_2_speed_1V_2_header.mp4,165,291.98,751.16,205.28,655.82,378.68,846.5,0.8513
1,single_car_video_2_speed_1V_2_header.mp4,166,294.22,755.22,208.66,657.86,379.79,852.58,0.8804
1,single_car_video_2_speed_1V_2_header.mp4,167,297.27,759.28,214.48,663.7,380.07,854.87,0.8276
1,single_car_video_2_speed_1V_2_header.mp4,168,298.7,761.2,216.21,664.77,381.18,857.63,0.8262
1,single_car_video_2_speed_1V_2_header.mp4,169,303.87,768.66,220.51,676.86,387.22,860.47,0.8384
1,single_car_video_2_speed_1V_2_header.mp4,170,307.25,773.67,222.67,680.77,391.82,866.57,0.8603
1,single_car_video_2_speed_1V_2_header.mp4,171,308.49,777.35,224.33,683.02,392.64,871.67,0.8626
1,single_car_video_2_speed_1V_2_header.mp4,172,309.53,780.5,225.16,685.49,393.89,875.51,0.8717
1,single_car_video_2_speed_1V_2_header.mp4,173,311.27,783.32,226.51,687.01,396.03,879.64,0.8845
1,single_car_video_2_speed_1V_2_header.mp4,174,315.03,786.27,226.85,688.44,403.2,884.1,0.8916
1,single_car_video_2_speed_1V_2_header.mp4,175,317.16,789.25,228.01,692.64,406.32,885.85,0.8917
1,single_car_video_2_speed_1V_2_header.mp4,176,318.97,791.58,230.64,696.48,407.31,886.67,0.892
1,single_car_video_2_speed_1V_2_header.mp4,177,320.76,794.75,232.55,697.7,408.96,891.79,0.8916
1,single_car_video_2_speed_1V_2_header.mp4,178,325.44,799.55,240.48,703.41,410.4,895.69,0.8918
1,single_car_video_2_speed_1V_2_header.mp4,179,326.45,803.63,241.43,706.97,411.46,900.3,0.9046
1,single_car_video_2_speed_1V_2_header.mp4,180,329.8,805.9,245.63,709.05,413.97,902.75,0.8665
1,single_car_video_2_speed_1V_2_header.mp4,181,333.64,809.61,247.16,713.3,420.13,905.93,0.8541
1,single_car_video_2_speed_1V_2_header.mp4,182,336.24,815.35,251.94,720.17,420.53,910.52,0.8424
1,single_car_video_2_speed_1V_2_header.mp4,183,339.0,819.67,254.35,725.69,423.65,913.64,0.8667
1,single_car_video_2_speed_1V_2_header.mp4,184,341.86,824.45,258.22,729.26,425.51,919.65,0.8787
1,single_car_video_2_speed_1V_2_header.mp4,185,344.14,827.7,259.32,732.02,428.96,923.39,0.8768
1,single_car_video_2_speed_1V_2_header.mp4,186,345.6,829.82,260.23,734.54,430.96,925.1,0.877
1,single_car_video_2_speed_1V_2_header.mp4,187,347.28,833.47,264.71,738.14,429.85,928.8,0.8783
1,single_car_video_2_speed_1V_2_header.mp4,188,348.95,836.53,265.74,739.37,432.16,933.68,0.8823
1,single_car_video_2_speed_1V_2_header.mp4,189,351.82,838.7,267.01,740.55,436.64,936.86,0.8856
1,single_car_video_2_speed_1V_2_header.mp4,190,353.07,840.32,268.42,742.15,437.73,938.49,0.8882
1,single_car_video_2_speed_1V_2_header.mp4,191,356.12,846.29,271.2,748.9,441.05,943.68,0.8934
1,single_car_video_2_speed_1V_2_header.mp4,192,357.95,852.74,273.39,755.65,442.52,949.83,0.8829
1,single_car_video_2_speed_1V_2_header.mp4,193,360.42,855.7,275.78,760.25,445.06,951.14,0.8681
1,single_car_video_2_speed_1V_2_header.mp4,194,360.77,857.48,277.64,762.06,443.91,952.9,0.8536
1,single_car_video_2_speed_1V_2_header.mp4,195,364.52,861.31,279.05,766.37,449.98,956.25,0.8376
1,single_car_video_2_speed_1V_2_header.mp4,196,367.95,863.27,281.08,765.55,454.82,960.99,0.8248
1,single_car_video_2_speed_1V_2_header.mp4,197,374.0,866.97,286.41,771.35,461.58,962.59,0.8288
1,single_car_video_2_speed_1V_2_header.mp4,198,375.83,872.39,286.29,776.57,465.37,968.21,0.8484
1,single_car_video_2_speed_1V_2_header.mp4,199,378.82,878.45,288.99,781.82,468.64,975.07,0.8733
1,single_car_video_2_speed_1V_2_header.mp4,200,377.99,879.94,294.14,782.47,461.84,977.41,0.9072
1,single_car_video_2_speed_1V_2_header.mp4,201,383.55,883.67,295.79,788.16,471.31,979.17,0.8756
1,single_car_video_2_speed_1V_2_header.mp4,202,383.37,886.52,297.13,791.68,469.61,981.36,0.8743
1,single_car_video_2_speed_1V_2_header.mp4,203,386.93,890.12,301.24,793.59,472.62,986.64,0.8615
1,single_car_video_2_speed_1V_2_header.mp4,204,392.02,893.96,308.23,797.38,475.81,990.54,0.853
1,single_car_video_2_speed_1V_2_header.mp4,205,392.61,898.74,309.11,802.17,476.12,995.32,0.8602
1,single_car_video_2_speed_1V_2_header.mp4,206,394.85,902.08,310.41,804.94,479.3,999.23,0.8611
1,single_car_video_2_speed_1V_2_header.mp4,207,395.31,904.91,311.73,808.54,478.89,1001.29,0.856
1,single_car_video_2_speed_1V_2_header.mp4,208,397.15,908.82,312.43,810.13,481.86,1007.51,0.8959
1,single_car_video_2_speed_1V_2_header.mp4,209,398.76,911.97,315.82,812.61,481.7,1011.33,0.8446
1,single_car_video_2_speed_1V_2_header.mp4,210,400.75,914.41,317.76,816.69,483.75,1012.14,0.8476
1,single_car_video_2_speed_1V_2_header.mp4,211,405.75,919.86,322.55,825.0,488.95,1014.72,0.8445
1,single_car_video_2_speed_1V_2_header.mp4,212,407.77,926.73,325.19,831.2,490.36,1022.27,0.8548
1,single_car_video_2_speed_1V_2_header.mp4,213,410.28,929.9,327.85,834.87,492.71,1024.92,0.8617
1,single_car_video_2_speed_1V_2_header.mp4,214,413.66,933.34,328.72,838.54,498.6,1028.14,0.8812
1,single_car_video_2_speed_1V_2_header.mp4,215,416.86,937.7,329.82,841.68,503.91,1033.72,0.8921
1,single_car_video_2_speed_1V_2_header.mp4,216,418.97,940.85,330.78,843.93,507.16,1037.77,0.8975
1,single_car_video_2_speed_1V_2_header.mp4,217,421.6,942.61,333.17,846.35,510.04,1038.87,0.8963
1,single_car_video_2_speed_1V_2_header.mp4,218,422.56,946.51,334.7,848.5,510.42,1044.52,0.8935
1,single_car_video_2_speed_1V_2_header.mp4,219,425.27,951.83,336.73,852.75,513.82,1050.91,0.8894
1,single_car_video_2_speed_1V_2_header.mp4,220,429.91,956.24,345.29,856.17,514.53,1056.32,0.892
1,single_car_video_2_speed_1V_2_header.mp4,221,433.61,957.18,344.53,859.46,522.7,1054.9,0.8723
1,single_car_video_2_speed_1V_2_header.mp4,222,436.83,960.73,350.91,862.29,522.75,1059.18,0.8533
1,single_car_video_2_speed_1V_2_header.mp4,223,438.55,964.11,353.18,866.19,523.93,1062.02,0.8442
1,single_car_video_2_speed_1V_2_header.mp4,224,441.83,970.92,355.86,874.72,527.81,1067.12,0.8453
1,single_car_video_2_speed_1V_2_header.mp4,225,443.66,975.64,357.98,879.93,529.34,1071.35,0.858
1,single_car_video_2_speed_1V_2_header.mp4,226,445.79,981.71,359.85,885.45,531.74,1077.98,0.8706
1,single_car_video_2_speed_1V_2_header.mp4,227,447.6,984.41,361.62,887.48,533.58,1081.33,0.8714
1,single_car_video_2_speed_1V_2_header.mp4,228,449.48,985.93,363.02,884.93,535.94,1086.93,0.8771
1,single_car_video_2_speed_1V_2_header.mp4,229,453.67,991.51,369.16,892.1,538.19,1090.92,0.8864
1,single_car_video_2_speed_1V_2_header.mp4,230,455.37,992.87,371.43,893.55,539.31,1092.18,0.8903
1,single_car_video_2_speed_1V_2_header.mp4,231,457.53,996.72,371.92,894.95,543.15,1098.5,0.8977
1,single_car_video_2_speed_1V_2_header.mp4,232,458.52,1000.67,373.97,900.84,543.08,1100.5,0.8926
1,single_car_video_2_speed_1V_2_header.mp4,233,461.93,1004.32,377.35,904.4,546.51,1104.24,0.89
1,single_car_video_2_speed_1V_2_header.mp4,234,465.71,1008.02,379.53,910.02,551.89,1106.03,0.8761
1,single_car_video_2_speed_1V_2_header.mp4,235,466.31,1011.64,380.5,913.79,552.13,1109.5,0.8552
1,single_car_video_2_speed_1V_2_header.mp4,236,471.11,1015.25,381.45,917.52,560.77,1112.98,0.8413
1,single_car_video_2_speed_1V_2_header.mp4,237,474.69,1017.8,386.79,919.0,562.59,1116.61,0.8289
1,single_car_video_2_speed_1V_2_header.mp4,238,478.55,1025.4,389.66,925.73,567.43,1125.08,0.857
1,single_car_video_2_speed_1V_2_header.mp4,239,481.79,1029.18,392.82,929.51,570.76,1128.85,0.8732
1,single_car_video_2_speed_1V_2_header.mp4,240,482.72,1033.11,394.94,934.53,570.49,1131.69,0.8764
1,single_car_video_2_speed_1V_2_header.mp4,241,485.84,1036.39,397.74,937.95,573.93,1134.84,0.872
1,single_car_video_2_speed_1V_2_header.mp4,242,490.23,1039.03,402.9,939.42,577.56,1138.64,0.8629
1,single_car_video_2_speed_1V_2_header.mp4,243,492.36,1043.04,406.68,944.37,578.04,1141.7,0.8666
1,single_car_video_2_speed_1V_2_header.mp4,244,495.39,1046.63,409.88,946.85,580.89,1146.42,0.8836
1,single_car_video_2_speed_1V_2_header.mp4,245,496.2,1050.56,411.25,950.98,581.16,1150.14,0.882
1,single_car_video_2_speed_1V_2_header.mp4,246,497.46,1054.64,413.63,954.7,581.28,1154.58,0.8811
1,single_car_video_2_speed_1V_2_header.mp4,247,499.85,1058.81,413.49,958.19,586.21,1159.42,0.8899
1,single_car_video_2_speed_1V_2_header.mp4,248,501.37,1062.32,416.43,960.99,586.31,1163.64,0.9113
1,single_car_video_2_speed_1V_2_header.mp4,249,502.5,1063.88,418.19,962.73,586.81,1165.02,0.9023
